SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3520 Baker St,San Francisco,CA,94123,5900000,4,3.5,Marina,,3049,1928,58,,,Active,,,http://www.redfin.com/CA/San-Francisco/3520-Baker-St-94123/home/1963819,San Francisco MLS,497509,N,Y,37.803629,-122.4467654
MLS Listing,,Condo/Co-op,300 Channel St #51,San Francisco,CA,94518,998000,2,2.5,Mission Bay,1216,,1978,58,821,398,Active,,,http://www.redfin.com/CA/San-Francisco/185-Channel-St-94158/unit-51/home/173631808,San Francisco MLS,509361,N,Y,37.7743439,-122.3912422
MLS Listing,,Condo/Co-op,420 Mission Bay Blvd #1001,San Francisco,CA,94158,2595000,2,2.0,Mission Bay,1921,,2012,58,1351,954,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-1001/home/40629384,San Francisco MLS,508875,N,Y,37.7715936,-122.3885893
MLS Listing,,Single Family Residential,489 30th St,SAN FRANCISCO,CA,94131,4999888,6,5.0,SAN FRANCISCO,4130,2474,2020,59,1211,,Active,,,http://www.redfin.com/CA/San-Francisco/489-30th-St-94131/home/1415303,MLSListings,ML81818839,N,Y,37.741698,-122.4306881
MLS Listing,,Condo/Co-op,301 Mission St Unit 22H,San Francisco,CA,94105,995000,1,1.0,Yerba Buena,733,,2009,59,1357,1520,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-22H/home/40138161,San Francisco MLS,509311,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,1501 Filbert St Ph -7D,San Francisco,CA,94123,4380000,2,2.5,Cow Hollow,1562,,2014,59,2804,688,Active,,,http://www.redfin.com/CA/San-Francisco/1501-Filbert-St-94123/unit-7D/home/110051696,San Francisco MLS,509409,N,Y,37.7991911,-122.4245164
MLS Listing,,Condo/Co-op,38 Landers St,San Francisco,CA,94114,725000,1,1.0,Mission Dolores,500,,1900,59,1450,270,Active,,,http://www.redfin.com/CA/San-Francisco/38-Landers-St-94114/home/17305327,San Francisco MLS,509238,N,Y,37.767148,-122.428124
MLS Listing,,Condo/Co-op,488 Folsom St #4201,San Francisco,CA,94105,3675000,3,3.0,South Beach,1934,,2019,59,1900,1847,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4201/home/169571689,San Francisco MLS,509128,N,Y,37.7875077,-122.3944713
MLS Listing,,Multi-Family (2-4 Unit),2-4 Encanto Ave,San Francisco,CA,94115,3995000,10,8.0,Anza Vista,5675,7027,1948,59,704,,Active,,,http://www.redfin.com/CA/San-Francisco/2-Encanto-Ave-94115/home/1070648,San Francisco MLS,509160,N,Y,37.779762,-122.4432297
MLS Listing,,Condo/Co-op,855 Folsom St #316,San Francisco,CA,94107,445815,1,1.0,Yerba Buena,642,,2001,59,694,527,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-316/home/12397824,San Francisco MLS,509306,N,Y,37.7807672,-122.4021418
MLS Listing,,Multi-Family (2-4 Unit),150-154 Albion St,San Francisco,CA,94110,2975000,11,4.0,Mission Dolores,5430,2294,1906,59,548,,Active,,,http://www.redfin.com/CA/San-Francisco/150-Albion-St-94110/home/1911572,San Francisco MLS,509303,N,Y,37.763911,-122.42299
MLS Listing,,Condo/Co-op,601 4th St #329,San Francisco,CA,94107,965000,1,1.0,South Beach,1060,,1916,59,910,576,Active,,,http://www.redfin.com/CA/San-Francisco/601-4th-St-94107/unit-329/home/12396474,San Francisco MLS,509116,N,Y,37.7781631,-122.3957778
MLS Listing,,Condo/Co-op,2448 Lombard St #407,San Francisco,CA,94123,945000,1,1.0,Marina,695,,2020,60,1360,593,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-407/home/173625010,San Francisco MLS,509378,N,Y,37.7993402,-122.4419772
MLS Listing,,Condo/Co-op,690 Market St #201,San Francisco,CA,94104,995000,1,1.5,Financial District,1290,,,60,771,2945,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-201/home/21967259,San Francisco MLS,509068,N,Y,37.7882479,-122.4032322
MLS Listing,,Condo/Co-op,765 Market St Unit 23C,San Francisco,CA,94103,1188000,1,1.0,South of Market,794,,2001,60,1496,2234,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-23C/home/1998382,San Francisco MLS,509373,N,Y,37.786097,-122.4041629
MLS Listing,,Condo/Co-op,166 Henry St,San Francisco,CA,94114,2600000,3,3.0,Duboce Triangle,,,,60,,,Active,,,http://www.redfin.com/CA/San-Francisco/166-Henry-St-94114/home/173624134,San Francisco MLS,509353,N,Y,37.7667173,-122.4347889
MLS Listing,,Condo/Co-op,164 Henry St,San Francisco,CA,94114,900000,2,1.0,Duboce Triangle,,,,60,,,Active,,,http://www.redfin.com/CA/San-Francisco/164-Henry-St-94114/home/1922177,San Francisco MLS,509351,N,Y,37.7668159,-122.4347699
MLS Listing,,Condo/Co-op,488 Folsom St #4603,San Francisco,CA,94105,3435000,2,2.5,South Beach,1832,,2019,60,1875,1819,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4603/home/169571711,San Francisco MLS,509132,N,Y,37.7875077,-122.3944713
MLS Listing,,Condo/Co-op,488 Folsom St #4901,San Francisco,CA,94105,4625000,3,3.0,South Beach,2159,,2019,60,2142,1908,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4901/home/169571722,San Francisco MLS,509135,N,Y,37.7875077,-122.3944713
MLS Listing,,Condo/Co-op,53 Guerrero,San Francisco,CA,94103,1069995,3,2.0,Mission Dolores,,,,60,,350,Active,,,http://www.redfin.com/CA/San-Francisco/53-Guerrero-St-94103/home/161435522,San Francisco MLS,509344,N,Y,37.7701365,-122.4245203
MLS Listing,,Condo/Co-op,2243 Green St Unit A,SAN FRANCISCO,CA,94123,2249000,3,2.0,SAN FRANCISCO,1446,,1908,60,1555,575,Active,,,http://www.redfin.com/CA/San-Francisco/2243-Green-St-94123/unit-A/home/102815631,MLSListings,ML81818588,N,Y,37.795785,-122.435978
MLS Listing,,Single Family Residential,71 Laura St,San Francisco,CA,94112,898000,2,1.0,Outer Mission,1215,2953,1907,60,739,,Active,,,http://www.redfin.com/CA/San-Francisco/71-Laura-St-94112/home/830959,San Francisco MLS,508809,N,Y,37.7101771,-122.450948
MLS Listing,,Single Family Residential,704 Ashbury St,San Francisco,CA,94117,3100000,6,2.5,Haight Ashbury,4315,2656,1890,61,718,,Active,,,http://www.redfin.com/CA/San-Francisco/704-Ashbury-St-94117/home/902789,San Francisco MLS,509198,N,Y,37.7688936,-122.4464805
MLS Listing,,Multi-Family (2-4 Unit),957 De Haro St,San Francisco,CA,94107,3998000,4,3.0,Potrero Hill,3030,4151,1926,61,1319,,Active,,,http://www.redfin.com/CA/San-Francisco/957-De-Haro-St-94107/home/110052566,San Francisco MLS,509287,N,Y,37.7577733,-122.400642
MLS Listing,,Vacant Land,1654-1658 Kirkwood Ave,San Francisco,CA,94124,1595000,,,Bayview,,4995,,61,,,Active,,,http://www.redfin.com/CA/San-Francisco/1654-Kirkwood-Ave-94124/unit-V/home/110063124,San Francisco MLS,508908,N,Y,37.738997,-122.390888
MLS Listing,,Condo/Co-op,690 Market St #1803,San Francisco,CA,94104,1699000,2,2.5,Financial District,1431,,2007,62,1187,3098,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-1803/home/21967247,San Francisco MLS,508997,N,Y,37.7882479,-122.4032322
MLS Listing,,Condo/Co-op,1695 18th St #409,San Francisco,CA,94107,267548,0,1.0,Potrero Hill,636,,1996,62,421,458,Active,,,http://www.redfin.com/CA/San-Francisco/1695-18th-St-94107/unit-409/home/1742675,San Francisco MLS,509258,N,Y,37.7620315,-122.3991526
MLS Listing,,Condo/Co-op,1388 Gough St #1101,San Francisco,CA,94109,1198000,2,2.0,Van Ness/Civic Center,1382,,1993,62,867,1426,Active,,,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-1101/home/574289,San Francisco MLS,509257,N,Y,37.7858964,-122.4244491
MLS Listing,,Condo/Co-op,322 6th St #2,San Francisco,CA,94103,729000,1,1.5,South of Market,962,,2001,62,758,598,Active,,,http://www.redfin.com/CA/San-Francisco/322-6th-St-94103/unit-2/home/12397866,San Francisco MLS,509255,N,Y,37.7779365,-122.4053924
MLS Listing,,Condo/Co-op,333 Main St Unit 9B,San Francisco,CA,94105,2199000,3,3.0,South Beach,1462,,2008,63,1504,1016,Active,,,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-9B/home/21966807,San Francisco MLS,508755,N,Y,37.7891307,-122.3910195
MLS Listing,,Condo/Co-op,1310a Scott St,San Francisco,CA,94115,629000,1,1.0,San Francisco,716,716,1986,63,878,617,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Scott-St-94115/unit-A/home/114070744,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927640,N,Y,37.7819246,-122.437375
MLS Listing,,Condo/Co-op,425 1st St #4304,San Francisco,CA,94105,829000,1,1.0,South Beach,605,,2008,64,1370,1048,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-4304/home/17304360,San Francisco MLS,509206,N,Y,37.7860625,-122.3921764
MLS Listing,,Condo/Co-op,3789 Fillmore St #9,San Francisco,CA,94123,995000,1,1.0,Marina,944,,1929,64,1054,350,Active,,,http://www.redfin.com/CA/San-Francisco/3789-Fillmore-St-94123/unit-9/home/1594403,San Francisco MLS,509209,N,Y,37.805791,-122.4376589
MLS Listing,,Condo/Co-op,201 Sansome St #1101,San Francisco,CA,94104,1128000,2,2.0,Financial District,984,,1909,64,1146,694,Active,,,http://www.redfin.com/CA/San-Francisco/201-Sansome-St-94104/unit-1101/home/12277371,San Francisco MLS,509100,N,Y,37.7922568,-122.4012423
MLS Listing,,Multi-Family (5+ Unit),125 Trenton St,San Francisco,CA,94133,1690000,6,,Nob Hill,3440,1428,1913,64,491,,Active,,,http://www.redfin.com/CA/San-Francisco/125-Trenton-St-94133/home/547719,San Francisco MLS,509207,N,Y,37.796151,-122.4093279
MLS Listing,,Multi-Family (2-4 Unit),738-740 North Point St,San Francisco,CA,94109,2699000,5,4.0,Russian Hill,,1800,1963,64,,,Active,,,http://www.redfin.com/CA/San-Francisco/738-N-Point-St-94109/home/1924970,San Francisco MLS,504362,N,Y,37.8060401,-122.4193394
MLS Listing,,Condo/Co-op,280 Spear St Unit 10A,San Francisco,CA,94105,1649000,2,2.0,South Beach,1453,,2020,64,1135,1282,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-10A/home/167047946,San Francisco MLS,509191,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,246 2nd St #804,San Francisco,CA,94105,798000,1,1.0,Soma,698,,2000,64,1143,570,Active,,,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-804/home/850992,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927466,N,Y,37.7857459,-122.3973982
MLS Listing,,Single Family Residential,1220 Treat Ave,San Francisco,CA,94110,1449000,3,1.0,Inner Mission,1360,2809,1900,64,1065,,Active,,,http://www.redfin.com/CA/San-Francisco/1220-Treat-Ave-94110/home/1720899,San Francisco MLS,508626,N,Y,37.7505651,-122.4129906
